collegeCode,collegeName,status,homeUniversity,district,minority,feesPdfUrl
02522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Un-Aided Home University,"Swami Ramanand Teerth Marathwada University, Nanded",Latur,Non Minority,
02533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Chhatrapati Sambhajinagar,Non Minority,
02634,"Eaglewood Polytechnic Institute, A.P Phulepimpalgaon",Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Beed,Non Minority,
02637,"Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded",Un-Aided Home University,"Swami Ramanand Teerth Marathwada University, Nanded",Nanded,Non Minority,
02641,Dr. V.K. Patil College of Engineering & Technology,Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Ahilhyanagar,Non Minority,
02666,Mangaldeep College of Engineering,Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Dharashiv,Non Minority,
02758,Sant Eknath College of Engineering,Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Chhatrapati Sambhajinagar,Non Minority,
02770,"Shetkari Shikshan Prasarak Mandal's Mahesh Institute of Engineering and Technology , Ashti",Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Beed,Non Minority,
02771,Amolak College of Engineering Kada,Un-Aided Religious Minority - Jain Home University,Dr. Babasaheb Ambedkar Marathwada University,Beed,Jain Minority,
02772,JSPM College of Engineering,Un-Aided Home University,"Swami Ramanand Teerth Marathwada University, Nanded",Latur,Non Minority,
02777,CDS College of Engineering,Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Chhatrapati Sambhajinagar,Non Minority,
02779,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHIKAR CAMPUS,Un-Aided Home University,Dr. Babasaheb Ambedkar Marathwada University,Jalna,Non Minority,
03012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Government-Aided Autonomous Home University,Autonomous Institute,Mumbai,Non Minority,
03014,"Sardar Patel College of Engineering, Andheri",Government-Aided Autonomous Home University,Autonomous Institute,Andheri,Non Minority,
03033,"Dr. Babasaheb Ambedkar Technological University, Lonere",University Home University,"Dr. Babasaheb Ambedkar Technological University,Lonere",Beer,Non Minority,
03036,"Institute of Chemical Technology, Matunga, Mumbai",Deemed University Autonomous Home University,Deemed to be University,Mumbai,Non Minority,
03042,"Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Government Home University,Mumbai University,Ratnagiri,Non Minority,
03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03139,"Vidyalankar Institute of Technology,Wadala, Mumbai",Un-Aided Autonomous Home University,Autonomous Institute,Mumbai,Non Minority,
03143,"Thakur Shyamnarayan Engineering College, Mumbai",Un-Aided Linguistic Minority - Hindi Home University,Mumbai University,Mumbai,Hindi Minority,
03146,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03147,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03148,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Un-Aided Autonomous Linguistic Minority - Gujarathi(Jain) Home University,Autonomous Institute,Mumbai,Jain Minority,
03154,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",Un-Aided Autonomous Home University,Autonomous Institute,Mumbai,Non Minority,
03175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Mumbai,Hindi Minority,
03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Un-Aided Linguistic Minority - Sindhi Home University,Mumbai University,Mumbai,Non Minority,
03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Un-Aided Religious Minority - Muslim Home University,Mumbai University,Mumbai,Muslim Minority,
03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Mumbai,Non Minority,
03185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",Un-Aided Autonomous Linguistic Minority - Sindhi Home University,Autonomous Institute,Mumbai,Non Minority,
03187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03188,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03189,"Bharati Vidyapeeth College of Engineering, Navi Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03190,"Terna Engineering College, Nerul, Navi Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03192,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",Un-Aided Autonomous Home University,Autonomous Institute,Mumbai,Non Minority,
03193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03194,"Vidyavardhini's College of Engineering and Technology, Vasai",Un-Aided Home University,Mumbai University,Palghar,Non Minority,
03196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Mumbai,Hindi Minority,
03197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Mumbai,Non Minority,
03198,"Konkan Gyanpeeth College of Engineering, Karjat",Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03199,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Un-Aided Autonomous Linguistic Minority - Gujarathi Home University,Autonomous Institute,Mumbai,Non Minority,
03200,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Un-Aided Home University,Mumbai University,Ratnagiri,Non Minority,
03201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Un-Aided Religious Minority - Muslim Home University,Mumbai University,Mumbai,Muslim Minority,
03202,Rajendra Mane College of Engineering & Technology Ambav Deorukh,Un-Aided Home University,Mumbai University,Ratnagiri,Non Minority,
03203,"Atharva College of Engineering,Malad(West),Mumbai",Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03204,"St. Francis Institute of Technology,Borivali, Mumbai",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Mumbai,Non Minority,
03206,"S.S.P.M.'s College of Engineering, Kankavli",Un-Aided Home University,Mumbai University,Sindhudurg,Non Minority,
03207,"Mahatma Education Society's Pillai College of Engineering, New Panvel",Un-Aided Autonomous Linguistic Minority - Malyalam Home University,Autonomous Institute,Raigad,Non Minority,
03208,"Don Bosco Institute of Technology, Mumbai",Un-Aided Autonomous Religious Minority - Roman Catholics Home University,Autonomous Institute,Mumbai,Non Minority,
03210,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Un-Aided Linguistic Minority - Punjabi Home University,Mumbai University,Thane,Non Minority,
03211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Un-Aided Autonomous Linguistic Minority - Tamil Home University,Autonomous Institute,Mumbai,Non Minority,
03212,"Watumull Institute of Engineering & Technology, Ulhasnagar",Un-Aided Linguistic Minority - Sindhi Home University,Mumbai University,Thane,Non Minority,
03214,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Mumbai,Non Minority,
03215,"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",Un-Aided Autonomous Home University,Autonomous Institute,Mumbai,Non Minority,
03216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Un-Aided Home University,Mumbai University,Ratnagiri,Non Minority,
03217,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Palghar,Non Minority,
03219,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",Un-Aided Linguistic Minority - Hindi Home University,Mumbai University,Thane,Hindi Minority,
03220,Yadavrao Tasgaonkar College of Engineering & Management,Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03221,"Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology, Virar",Un-Aided Home University,Mumbai University,Palghar,Non Minority,
03222,"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar",Un-Aided Religious Minority - Muslim Home University,Mumbai University,Raigad,Muslim Minority,
03223,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",Un-Aided Autonomous Linguistic Minority - Malyalam Home University,Autonomous Institute,Raigad,Non Minority,
03224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat",Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03257,"Vidya Prasarak Mandal's College of Engineering, Thane",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03277,Pravin Rohidas Patil College of Engineering & Technology,Un-Aided Home University,Mumbai University,Thane,Non Minority,
03351,"Bharat College of Engineering, Kanhor, Badlapur(W)",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03353,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai",Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Mumbai,Hindi Minority,
03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Un-Aided Autonomous Religious Minority - Muslim Home University,Autonomous Institute,Raigad,Muslim Minority,
03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Un-Aided Home University,Mumbai University,Sindhudurg,Non Minority,
03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03447,"G.M.Vedak Institute of Technology, Tala, Raigad.",Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03462,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Un-Aided Home University,Mumbai University,Ratnagiri,Non Minority,
03465,"Ideal Institute of Technology, Wada, Dist.Thane",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03467,"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Un-Aided Home University,Mumbai University,Raigad,Non Minority,
03470,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,Un-Aided Home University,Mumbai University,Sindhudurg,Non Minority,
03471,"New Horizon Institute of Technology & Management, Thane",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03475,"A. P. Shah Institute of Technology, Thane",Un-Aided Religious Minority - Jain Home University,Mumbai University,Thane,Jain Minority,
03477,"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Un-Aided Home University,Mumbai University,Panvel,Non Minority,
03503,"Indala College Of Engineering, Bapsai Tal.Kalyan",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03546,Devi Mahalaxmi College of Engineering and Technology,Un-Aided Home University,Mumbai University,Thane,Non Minority,
03723,Navjeevan Education Society's College of Engineering,Un-Aided Home University,Mumbai University,Mumbai,Non Minority,
03724,Thakur Shree DPS College of Engineering & Management,Un-Aided Linguistic Minority - Hindi Home University,Mumbai University,Palghar,Hindi Minority,
03725,"MAEER's Maharashtra Institute of Technology, Thane",Un-Aided Home University,Mumbai University,Thane,Non Minority,
03726,Imperial College of Engineering,Un-Aided Home University,Mumbai University,Thane,Non Minority,
04004,"Government College of Engineering, Chandrapur",Government Home University,Gondwana University,Chandrapur,Non Minority,
04025,"Government College of Engineering, Nagpur",Government Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04104,"Kavi Kulguru Institute of Technology & Science, Ramtek",Un-Aided Autonomous Home University,Autonomous Institute,Ramtek,Non Minority,
04116,"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04118,"Bapurao Deshmukh College of Engineering, Sevagram",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Vardha,Non Minority,
04123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04133,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04134,"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04135,"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04137,"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04138,"Jaidev Education Society, J D College of Engineering and Management, Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04139,"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur",Un-Aided Autonomous Linguistic Minority - Sindhi Home University,Autonomous Institute,Nagpur,Non Minority,
04142,"G H Raisoni College of Engineering & Management, Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04143,"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,Non Minority,
04144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Un-Aided Autonomous Home University,Autonomous Institute,Nagpur,Non Minority,
04147,"K.D.K. College of Engineering, Nagpur",Un-Aided Autonomous Home University,Autonomous Institute,Nagpur,Non Minority,
04151,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Un-Aided Autonomous Home University,Autonomous Institute,Nagpur,Non Minority,
04163,Rajiv Gandhi College of Engineering Research & Technology Chandrapur,Un-Aided Home University,Gondwana University,Chandrapur,Non Minority,
04167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Un-Aided Autonomous Home University,Autonomous Institute,Nagpur,Non Minority,
04172,"Anjuman College of Engineering & Technology, Nagpur",Un-Aided Religious Minority - Muslim Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Muslim Minority,
04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Un-Aided Autonomous Religious Minority - Christian Home University,Autonomous Institute,Nagpur,Non Minority,
04175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,Non Minority,
04177,"Priyadarshini Bhagwati College of Engineering, Harpur Nagar, Umred Road,Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04181,"Swaminarayan Siddhanta Institute Of Technology, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",Un-Aided Home University,Gondwana University,Chandrapur,Non Minority,
04190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Un-Aided Home University,Gondwana University,Chandrapur,Non Minority,
04192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Nagpur,Hindi Minority,
04196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Non Minority,
04197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,Non Minority,
04302,"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,Non Minority,
04613,"Suryodaya College of Engineering & Technology, Nagpur",Un-Aided Autonomous Home University,Autonomous Institute,Nagpur,Non Minority,
04648,"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,Non Minority,
04649,"Bajaj Institute of Technology, Wardha",Un-Aided Linguistic Minority - Hindi Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,Hindi Minority,
04679,"Karanjekar College of Engineering & Management, Sakoli",Un-Aided Home University,Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,Non Minority,
04703,"Somayya Institute of Technology, Chandrapur",Un-Aided Home University,Gondwana University,Chandrapur,Non Minority,
05003,"University Institute of Chemical Technology, North Maharashtra University, Jalgaon",University Department Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05004,"Government College of Engineering, Jalgaon",Government Autonomous Home University,Autonomous Institute,Jalgaon,Non Minority,
05103,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Dhule,Non Minority,
05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05106,"Khandesh College Education Society's College Of Engineering And Management, Jalgaon",Un-Aided Autonomous Home University,Autonomous Institute,Jalgaon,Non Minority,
05108,"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Un-Aided Autonomous Home University,Autonomous Institute,Nashik,Non Minority,
05109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Un-Aided Autonomous Home University,Autonomous Institute,Nashik,Non Minority,
05121,"K. K. Wagh Institute of Engineering Education and Research, Nashik",Un-Aided Autonomous Home University,Autonomous Institute,Nashik,Non Minority,
05124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahilyanagar.",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05152,"G H Raisoni College of Engineering and Management, Jalgaon",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Jalgaon,Hindi Minority,
05160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Un-Aided Autonomous Home University,Autonomous Institute,Kopargaon,Non Minority,
05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahilyanagar",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Un-Aided Autonomous Home University,Autonomous Institute,Sangamner,Non Minority,
05164,"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Un-Aided Linguistic Minority - Gujar Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Nandurbar,Non Minority,
05168,"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05169,"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Dhule,Non Minority,
05170,"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Un-Aided Autonomous Linguistic Minority - Hindi Home University,Autonomous Institute,Jalgaon,Hindi Minority,
05171,"Godavari Foundation's Godavari College Of Engineering, Jalgaon",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05172,"R. C. Patel Institute of Technology, Shirpur",Un-Aided Autonomous Linguistic Minority - Gujarathi Home University,Autonomous Institute,Shirpur,Non Minority,
05173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering, (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Un-Aided Autonomous Religious Minority - Jain Home University,Autonomous Institute,Nashik,Jain Minority,
05177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Un-Aided Autonomous Home University,Autonomous Institute,Nashik,Non Minority,
05179,"Vishwabharati Academy's College of Engineering, Ahilyanagar",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Un-Aided Religious Minority - Christian Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05223,"SMT. SHARCHCHANDRIKA SURESH PATIL INSTITUTE OF TECHNOLOGY (ENGINEERING & POLYTECHNIC), CHOPDA",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05239,JAMIA INSTITUTE OF TECHNOLOGY,Un-Aided Religious Minority - Muslim Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Nandurbar,Muslim Minority,
05244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05330,"PUNE VIDYARTHI GRIHA�S COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK",Un-Aided Home University,Savitribai Phule Pune University,Pune,Non Minority,
05331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05365,"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha, Dhule",Un-Aided Religious Minority - Jain Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Dhule,Jain Minority,
05370,"Kedareshwar Gramin Vikas Pratishthan, Samajbhushan Eknathrao Dhakane College, of Engineering, Shevgaon",Un-Aided Home University,Savitribai Phule Pune University,Shevgaon,Non Minority,
05380,"Adsul's Technical Campus, Chas Dist. Ahilyanagar",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Dhule,Non Minority,
05382,"Ahilyanagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05395,Ashok Institute of Engineering & Technology,Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Non Minority,
05399,"Sanghavi College of Engineering, Varvandi, Nashik.",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
05408,"Vidya Niketan College of Engineering, Bota Sangamner",Un-Aided Home University,Savitribai Phule Pune University,Sangamner,Non Minority,
05409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahilyanagar",Un-Aided Home University,Savitribai Phule Pune University,Ahilyanagar,Non Minority,
05411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Un-Aided Religious Minority - Muslim Home University,Savitribai Phule Pune University,Dhule,Muslim Minority,
05414,"Nikam Institute of Technology(Polytechnic),Dhule",Un-Aided Home University,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Dhule,Non Minority,
05418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Un-Aided Home University,Savitribai Phule Pune University,Nashik,Non Minority,
